source,title,company,location,remote,tags,job_type,description,url
Arbeitnow,Senior Data Engineer - Data Platform (m/f/d),1KOMMA5˚,Berlin,False,Software Development,professional / experienced,"<h2>1KOMMA5°</h2>
<p>At <strong>1KOMMA5°</strong>, we pursue a clear vision: <strong>Living on wind and sunlight forever for free</strong>. To make this a reality, we are building the energy system of the future with Heartbeat AI. Want to be part of it?</p>
<p>We bring together regional craftsmanship and scalable software: We don't think of solar, batteries, heat pumps, and e-mobility as isolated components, but control them as an intelligent, integrated overall system in our virtual power plant. Directly connected to the electricity market – in real time, fully automated. This way, energy is used when it is available from renewables and particularly cost-effective. By 2030, our goal is to transition 1.5 million households to renewable energies. Over 3,000 people are working towards this every day, at more than 80 locations worldwide, from Finland to Australia.</p>
<p><strong>Want to take responsibility and build solutions that truly matter? Apply now and help us shape the energy world of tomorrow.</strong></p>
<p>Become a part of our mission and learn about our Product &#x26; Tech team!</p>
<h2>Deine Position</h2>
<p>The data platform team designs and builds the foundation of how data flows through our company. Together with your team, you will forge new ways to ingest, process, store and deliver data both at scale and complexity. We focus on building tools that enable our internal customers to find, access and investigate data for any of their use cases.</p>
<h2>Key responsibilities include but are not limited to:</h2>
<ul>
<li>Architect, develop, and manage the data platform to support efficient data ingestion, transformation, quality assurance, monitoring, and accessibility</li>
<li>Collaborate closely with cross-functional teams to understand data needs</li>
<li>Contribute formulating and executing on the technical vision and roadmap for the data platform</li>
</ul>
<h2>Technologies you will work with include:</h2>
<ul>
<li>Google Cloud Platform (CloudRun, BigQuery, Pub/Sub, Dataform, etc.)</li>
<li>SQLMesh</li>
<li>Terraform / Terramate</li>
<li>GitHub Actions</li>
<li>Python and SQL</li>
<li>Looker</li>
</ul>
<h2>Dein Profil</h2>
<ul>
<li>Proven experience (2+ years) in a data engineering role, preferably within a fast-paced tech company or similar environment</li>
<li>Strong understanding of data concepts at scale ranging from data ingestion, transformation and modeling</li>
<li>Strong understanding of software engineering best practices and their application to data pipelines</li>
<li>Experience with data governance, especially around implementing and managing data catalogs, IAM, ensuring metadata management and efficient data discovery</li>
<li>Experience with Python, SQL, and HCL (terraform)</li>
<li>Extensive experience working with a public cloud provider, ideally Google Cloud Platform (GCP), and a solid understanding of its data services</li>
<li>Experience with BI tools and how to integrate these with a modern data setup</li>
<li>Strong customer-centric mindset with a deep understanding of the importance of product thinking when enabling software delivery teams to build data-driven solutions</li>
<li>Very good knowledge of spoken and written english, german is a plus
Bonus points for:</li>
<li>Prior experience with IoT applications and streaming data processing (e.g. GCP Dataflow, Apache Beam, Apache Flink, etc.)</li>
<li>Having worked in a scale up environment at a company of similar size</li>
<li>Interest in the climate tech industry
Be part of a dynamic team dedicated to reshaping the energy landscape. If you're passionate about leveraging data to drive innovation in renewable energy solutions, join us in our quest to make a sustainable difference.</li>
</ul>
<h2>Benefits</h2>
<ul>
<li>You are part of an international, dynamic, and highly motivated team of people who have proven to make things happen</li>
<li>With your work, you accelerate the ""energy transition"" and hence have a direct impact on our climate</li>
<li>Work with and learn from other super-smart colleagues</li>
<li>You will enjoy direct contact with core decision-makers</li>
<li>You will enjoy the best chances of entering full-time in one of Europe’s most thriving scaleups</li>
<li>You work remotely (Germany-wide), with offices in Hamburg, Berlin, or Munich</li>
<li>Create a healthy balance alongside your work and enjoy all the benefits of the EGYM Wellpass</li>
<li>Whether city bike or e-bike - be flexible with our job bike leasing and do something good for the environment at the same time</li>
</ul>
<p>Find <a href=""https://www.arbeitnow.com/"">Jobs in Germany</a> on Arbeitnow</a>",https://www.arbeitnow.com/jobs/companies/1komma50/senior-data-engineer-data-platform-berlin-235526
Arbeitnow,Videograf - all genders,ADBAKER,Cologne,False,Graphic Arts and Communication Design,berufserfahren,"<h2>join the team</h2>
<p>Du bist erfahrener Videograf und weißt, wie man Creatives für Paid Social nicht nur schön aussehen lässt, sondern auch Creatives erstellst, die ​performen?</p>
<p>Du kannst ​unser Productions nicht nur ​mit der Kamera begleiten, sondern kannst die Ergebnisse in starke Ads verwandeln? ​Post Production ist deine absolute Stärke und soll auch mind. 80% deines Alltags ausmachen?</p>
<p>Dann bist du bei uns genau richtig!</p>
<h2>der task</h2>
<ul>
<li>Du erstellst Video Creatives in verschiedenen Ad-Typen &#x26; Formaten &#x26; das für unterschiedliche Kunden und Projekte</li>
<li>Du begleitest Shootings: von der Kameraführung bis zur Post Production kannst du von A bis Z alles abbilden</li>
<li>Add-on: Du kannst idealerweise Fotografie</li>
<li>Du unterstützt bei Inhouse Projekten: von Eventbegleitung bis Case Studys kannst du in unterschiedlichen Formaten supporten und bringst deine Ideen rein</li>
</ul>
<h2>you</h2>
<ul>
<li>Du bist in Premiere und After Effects eine absolute Maschine, kennst jeden Hack und bist vor allem stark in der Videobearbeitung und Erstellung unterschiedlicher Performance Creatives</li>
<li>Du kannst idealerweise nicht nur Bewegtbild, sondern rockst auch Statics</li>
<li>Du bringst idealerweise Erfahrungen im Performance Marketing mit - du weist, was du bei deinen Creatives beachten musst, damit sie auch performen</li>
<li>Du interessierst dich für aktuelle Trends und kannst dein Wissen in die Konzepte und Briefings mit einbringen</li>
<li>Du kannst sowohl nach striktem Briefing als auch nach freierem Briefing arbeiten</li>
<li>Du arbeitest gewissenhaft und strukturiert und behältst bei unterschiedlichen Kunden den kühlen Kopf</li>
<li>Du bist ein absoluter Macher und willst direkt loslegen: du bist ein Möglichmacher</li>
<li>Du willst einen kunterbunten Alltag, hast Lust auf die bunte Mischung und kannst dich dadurch motivieren</li>
<li>Du bist lösungsorientiert, bringst Ideen rein und unser Creative Team voran</li>
</ul>
<h2>das erwartet dich</h2>
<ul>
<li>Ein anspruchsvolles, dynamisches und herausforderndes Arbeitsumfeld in einer der führenden und größten Facebook &#x26; Instagram Performance Marketing Agenturen im deutschsprachigen Raum</li>
<li>Zusammenarbeit mit spannenden Brands wie Intersport, Verivox Ravensburger, Schwäbisch Hall &#x26; Co.</li>
<li>Remote optional - Du lebst in einer anderen deutschen Stadt? Kein Problem, Du kannst ganz einfach von Deinem zu Hause aus arbeiten</li>
<li>Top ausgestattetes Studio (Creative Loft) mit Kameras, Zubehör, Sound, Beleuchtung für Shootings und Produktionen</li>
<li>Dynamisches Team mit starker Hands On Mentalität und eigeninitiativer Arbeit</li>
<li>450 qm2 Loftbüro, eine lockere Arbeitsatmosphäre und die coolsten monatlichen Teamevents</li>
<li>Technische Ausstattung mit den neuesten Apple Produkten</li>
<li>30 Tage Urlaub</li>
<li>Mobility und Sports: KVB JobTicket, Urban Sports Club Mitgliedschaft, Bikes, Fitness Studio</li>
<li>Feel Good: Warmes Mittagessen, Healthy Snack Bar, Free Drinks &#x26; ADBAKER Kaffee, Gaming Ecke</li>
</ul>
<h2>dein Ansprechpartner</h2>
<p>Lukas Hildebrandt<br>
Business Operations Lead</p>
<p>Find <a href=""https://www.arbeitnow.com/"">Jobs in Germany</a> on Arbeitnow</a>",https://www.arbeitnow.com/jobs/companies/adbaker/videograf-all-genders-cologne-53304
Arbeitnow,Staff Backend Engineer (.NET) (f/m/d),Apaleo,"München, Bavaria, Germany",False,,,"<h3>Join Apaleo and Shape the Future of Hospitality Tech!</h3>
<p>Apaleo is the world's most open, API-first property management platform powering the next generation of hospitality operations. Its modular, AI-powered infrastructure enables hoteliers to customise their tech stack, automate routine work, and deliver seamless, personalised guest experiences, powered by best-in-class apps and autonomous AI agents that adapt to every stay.</p>
<p>If you're driven by the idea of making hospitality smarter, more human, and powered by cutting-edge technology, we'd love to hear from you.</p>
<h3><strong>What You'll Be Up To</strong></h3>
<ul>
<li>Architecting and developing scalable, reliable, and maintainable backend systems in a modern tech environment.</li>
<li>Championing architectural decisions and leading design discussions with a clear focus on long-term impact and cross-team alignment.</li>
<li>Mentoring engineers and driving technical excellence through collaboration.</li>
<li>Proactively identifying opportunities for technical innovation, system evolution, and performance improvements, especially in areas where <strong>AI and automation</strong> can play a role.</li>
<li>Building and maintaining internal tools and infrastructure (AWS, Terraform) to empower teams to deliver faster and more reliably.</li>
<li>Ensuring high platform availability by implementing best practices for observability, logging, and operational excellence.</li>
<li>Participating in on-call rotations and stepping in as a reliable problem solver during incidents.</li>
</ul>
<h3><strong>What You'll Bring to the Team</strong></h3>
<ul>
<li><strong>8+ years of experience</strong> in backend development, with several years in a staff-level or technical leadership role.</li>
<li>Expert-level knowledge of <strong>C# (.NET 8+)</strong> and strong hands-on experience with <strong>PostgreSQL</strong> (or solid SQL chops).</li>
<li>Proven experience designing and scaling <strong>distributed systems</strong> in cloud-native environments (preferably <strong>AWS</strong>).</li>
<li>Comfortable working with containerized services and <strong>infrastructure-as-code</strong> (Docker, ECS, Kubernetes, Terraform).</li>
<li><strong>Hands-on experience with AI-assisted development tools</strong> (e.g., <strong>GitHub Copilot</strong>, <strong>Cursor AI</strong>, <strong>ChatGPT</strong>, <strong>Amazon CodeWhisperer</strong>) to boost productivity, solve complex bugs, or auto-generate boilerplate code and documentation.</li>
<li>A <strong>growth mindset</strong> and constant curiosity about how <strong>AI and automation</strong> can accelerate development, improve quality, and reduce toil.</li>
<li>Strong advocate for <strong>AI enablement across engineering</strong> you think beyond code.</li>
<li>Excellent collaboration and communication skills, you're able to clearly articulate your ideas, especially when introducing new tech like AI to cross-functional teams.</li>
<li>A pragmatic approach to problem-solving, you know when to build custom vs. leverage existing AI tools.</li>
<li>Experience with <strong>event-driven systems</strong> and streaming technologies (Kafka is a plus).</li>
<li>Fluent in English.</li>
</ul>
<h3><strong>What We Offer</strong></h3>
<h3><strong>Culture &amp; Growth</strong></h3>
<ul>
<li><strong>A Diverse &amp; International Team:</strong>&nbsp;Work alongside passionate professionals from over 20 nationalities, bringing unique cultural perspectives, backgrounds, and experiences to shape the future of hospitality tech.</li>
<li><strong>Growth &amp; Development:</strong>&nbsp;As we scale, so do your opportunities. You'll benefit from 360° feedback reviews, a dedicated learning budget, and plenty of chances to take on more responsibility. Our evolving career framework ensures you have increasing opportunities to learn new skills, advance your career, and make an impact.</li>
<li><strong>Autonomy &amp; Ownership:</strong>&nbsp;Great ideas can come from anywhere. We empower you to take responsibility, make decisions, and contribute directly in an environment built on trust, transparency, and collaboration.</li>
<li><strong>Shape the Future of Hospitality Tech:</strong>&nbsp;Be part of a fast-growing scale-up transforming the hospitality industry. From day one, your work drives real impact and you'll have the freedom to bring your ideas to life.</li>
<li><strong>Competitive &amp; Fair Compensation:</strong>&nbsp;We believe great work deserves great pay. Our salaries are competitive and guided by benchmarking data to ensure fairness across all roles and teams. We make sure to recognize and reward performance and contribution.</li>
</ul>
<h3><strong>Perks &amp; Lifestyle</strong></h3>
<ul>
<li><strong>Flexible &amp; Remote Work Options:</strong>&nbsp;We focus on results, not clocking hours. You can work from home, the office or in a hybrid setup, with flexibility to adapt your schedule as long as it makes sense for your role, your team and our business.</li>
<li><strong>Free Public Transport:</strong>&nbsp;Travel across Germany with ease using our fully covered&nbsp;<em>Deutschland Ticket</em>.</li>
<li><strong>Team Connection:</strong>&nbsp;Strong connections fuel collaboration. We celebrate and connect through regular team dinners, company meetups, Oktoberfest celebrations, Christmas parties, and other offsite events.</li>
<li><strong>Paid Time Off:</strong>&nbsp;Enjoy&nbsp;<strong>30 days of vacation</strong>&nbsp;to fully disconnect, recharge, and return inspired.</li>
<li><strong>Health &amp; Wellbeing:</strong>&nbsp;Prioritize your health with access to hundreds of gyms, fitness studios, and wellness options through our&nbsp;<strong>EGYM Wellpass</strong>&nbsp;membership.</li>
</ul>
<p><strong>How you make an impact joining Apaleo:</strong> Joining Apaleo means more than just taking on a role, it's about driving real change in the hospitality industry. Your contributions will directly shape our innovative platform, influence company-wide decisions, and help redefine the future of hospitality tech. At Apaleo, your voice matters, your ideas are valued, and your impact is tangible. Be part of a team where your work fuels progress, collaboration sparks innovation, and growth is a shared journey.</p>
<p>We are proud to be an Equal Opportunity and Affirmative Action Employer, committed to fostering a diverse, inclusive, and welcoming workplace. We encourage applications from individuals of all backgrounds, regardless of race, color, religion, gender identity or expression, sex, national origin, age, marital status, disability, or any other characteristic protected by applicable law. Your personal data will be handled with the utmost care and in compliance with GDPR and relevant data protection regulations. We celebrate differences and believe that diversity enriches our team and drives innovation.</p>
<p>&nbsp;</p><p>Find <a href=""https://www.arbeitnow.com/"">Jobs in Germany</a> on Arbeitnow</a>",https://www.arbeitnow.com/jobs/companies/apaleo/staff-backend-engineer-net-munchen-377217
Arbeitnow,(Senior) Analytics Engineer (gn),Bikeleasing-Service GmbH & Co. KG,Berlin,True,"Remote, Software Development",berufserfahren,"<h2>Deine Aufgaben</h2>
<p>Die Bikeleasing-Gruppe hat sich zu einer führenden Unternehmensgruppe für Arbeitgeber-Benefits und Mobilitätslösungen entwickelt. Sie umfasst fünf spezialisierte Unternehmen, darunter Multi-Benefit-Anbieter, Leasing- und Versicherungsdienstleister sowie Händler für refurbished Bikes. Mit unserem anhaltenden profitablen Wachstum und unserer Expansion befinden wir uns auf einer spannenden technischen Transformationsreise. Dafür suchen wir Dich als (Senior) <strong>Analytics Engineer (gn)</strong>. In dieser Rolle entwickelst Du unser Data Warehouse gezielt weiter: von einer funktionierenden MVP-Landschaft hin zu einer skalierbaren, belastbaren und zukunftsfähigen Plattform. Dabei geht es nicht nur um Pipelines, sondern vor allem um starke Datenmodelle, hohe Qualitätsstandards, performante Transformationen und ein Warehouse, auf das sich das Business verlassen kann. Du arbeitest mit viel Gestaltungsspielraum, technischem Anspruch und einem klaren Blick für fachlichen Mehrwert.</p>
<ul>
<li>Du übernimmst technische Ownership für unser Data Warehouse und entwickelst dessen Architektur, Datenmodelle und Qualitätsstandards gezielt weiter</li>
<li>dbt setzt Du strategisch ein: Von modularer Modellierung über Tests, Dokumentation und Refactoring bis hin zu wiederverwendbaren Patterns mit Jinja und etablierst Best Practices im Team</li>
<li>Du verbesserst die Performance, Skalierbarkeit und Zuverlässigkeit unseres Redshift-basierten Warehouses und hilfst dabei, unsere Plattform langfristig zu professionalisieren</li>
<li>Du entwickelst neue Datenpipelines und verantwortest gemeinsam mit dem Team deren saubere Orchestrierung und stabilen Betrieb in Airflow</li>
<li>Du bringst Best Practices in Governance und Observability ein, entwickelst Standards für Datenqualität, Ownership, Monitoring und Dokumentation weiter und sorgst dafür, dass Probleme früh erkannt und verlässlich adressiert werden</li>
</ul>
<h2>Deine Stärken</h2>
<ul>
<li>Du bringst mehrere Jahre Erfahrung als Analytics Engineer, Data Engineer oder in einer vergleichbaren Rolle mit und hast bereits an der Weiterentwicklung moderner Datenplattformen gearbeitet</li>
<li>Du hast sehr starke SQL-Skills, fühlst dich in dbt zuhause und bist Experte in Datenmodellierung, komplexen Transformationen und Performanceoptimierung</li>
<li>Du arbeitest nach modernen Engineering Best Practices und bist neugierig, neue Tools, Automatisierungen und AI-gestützte Ansätze pragmatisch für die Weiterentwicklung unserer Datenplattform einzusetzen</li>
<li>Cloud Data Warehouses wie AWS Redshift, Snowflake oder vergleichbare Technologien kennst Du gut und hast idealerweise Erfahrung mit Airflow, Monitoring und dem stabilen Betrieb von Datenworkflows</li>
<li>Du bist nicht nur ein starker Engineer, sondern auch neugierig auf Geschäftsprozesse, denkst in Datenprodukten und Standards und hast den Anspruch, Governance, Qualität und Transparenz einer Datenplattform aktiv mitzugestalten</li>
</ul>
<h2>Warum zu uns?</h2>
<p>Wir leben den Teamspirit: Für uns bist DU wichtig. Jeden Tag leistet unser stetig wachsendes dynamisches Team Großartiges und wir wollen Dich an unserer Seite.</p>
<ul>
<li>Eine vernünftige technische Ausstattung - Du kannst Dir Dein Betriebssystem selbst aussuchen (Windows oder MacOS)</li>
<li>Durch unseren shared udemy-Account kannst Du Schulungen wahrnehmen und bekommst auch freie Zeit, um Dich den Weiterbildungen zu widmen. Wir sind auch regelmäßig auf Tech-Konferenzen.</li>
<li>Teilnahme an unseren internen Tech-Talks, mit denen wir uns selbst up to date halten und schulen</li>
<li>Maximale Flexibilität in Form von Gleitzeit, Remotework &#x26; Workations</li>
<li>Wenn Du nach Deutschland oder Österreich relocaten möchtest, unterstützen wir Dich finanziell bei Deinem Neustart</li>
<li>Probonio: Mittels Probonio erhältst Du einmal monatlich einen 50€ - Gutschein, den Du Dir frei aussuchen kannst. Einmal jährlich kommen noch 60 € zusätzlich an Deinem Geburtstag hinzu</li>
<li>Unschlagbare Versicherungskonditionen, wenn es um Deine betriebliche Altersversorgung geht sowie auch vermögenswirksame Leistungen</li>
<li>Es ist wohl selbstverständlich, dass auch Du bis zu zwei Fahrräder oder Pedelecs zwischen 649€ und 15.000€ über uns als Arbeitgeber leasen kannst.</li>
</ul>
<p>Wir sehen Vielfalt als Bereicherung für unser Team. Darum freuen wir uns über alle Bewerbungen und möchten besonders Menschen mit Behinderung oder anderen Herausforderungen dazu ermutigen, sich bei uns zu bewerben.</p>
<p>Find more <a href=""https://www.arbeitnow.com/english-speaking-jobs"">English Speaking Jobs in Germany</a> on Arbeitnow</a>",https://www.arbeitnow.com/jobs/companies/bikeleasing-service-gmbh-co-kg/senior-analytics-engineer-gn-berlin-72526
Arbeitnow,Account & Team Lead (gn),Intermate Media GmbH,Berlin,False,Marketing and Communication,berufserfahren,"<h2>Jobbeschreibung</h2>
<h2>Intermate x SAMY – Shaping the State of Social</h2>
<p>Intermate gehört zu den größten Social-Media- und Influencer-Agenturen im DACH-Raum. Mit mehr als 250 Mates in Berlin, Hamburg, Köln und Remote entwickeln wir Social-First-Strategien, produzieren Content in eigenen Studios, arbeiten eng mit Creator:innen zusammen und steuern Kampagnen datengetrieben über unsere eigene Technologie. Unsere Kund:innen sind einige der bekanntesten Marken der Welt – von Lifestyle über FMCG bis hin zu Tech.</p>
<p>Als Teil von SAMY, einem globalen Agenturnetzwerk für Social Media und Creator Marketing, sind wir mit über 970 Expert:innen an 20 Standorten vernetzt. Das eröffnet internationale Perspektiven, Projekte in rund 55 Märkten und die Möglichkeit, dich weit über Ländergrenzen hinweg weiterzuentwickeln.</p>
<p>💡 👉 Hinweis: Unser Bewerbungsprozess wird teilweise von einem KI-gestützten Assistenten begleitet, der das erste Kennenlerngespräch führt. Weitere Informationen erhältst du im Verlauf deiner Bewerbung.</p>
<h2>WAS DU MACHST</h2>
<ul>
<li>Du leitest und entwickelst dein Projektmanagement-Team und bist strategische:r Ansprechpartner:in für komplexe Kundenprojekte im Telekommunikationssektor.</li>
<li>Du entwickelst und implementierst – gemeinsam mit den Strategie- und Social-Media-Department – ganzheitliche Social-Media-Strategien und fungierst als strategische:r Sparrings-Partner:in für unsere Kund:innen mit großen Budgets.</li>
<li>Du verantwortest die operative und strategische Kund:innenberatung auf höchstem Niveau und stellst die erfolgreiche Umsetzung von 360-Grad-Kampagnen sicher.</li>
<li>Du steuerst komplexe Projektabläufe, koordinierst interdisziplinäre Teams und sorgst für die termingerechte und budgetkonforme Projektumsetzung.</li>
<li>Mit deiner ausgeprägten Social Expertise schaffst du einen großen Mehrwert für das Team und stellst so sicher, dass die Kund:innen optimal beraten und die Kampagnen exzellent umgesetzt werden.</li>
</ul>
<h2>Stellenanforderungen</h2>
<h2>WAS DU BRAUCHST</h2>
<ul>
<li>Mehrjährige Führungserfahrung (größerer Team) im Client Service oder Account Management; idealerweise in einer Social Media oder Digitalagentur.</li>
<li>Fundierte Expertise in der Social-Media-Strategieentwicklung und umfassende Erfahrung in der Beratung von Kund:innen mit komplexen Anforderungen.</li>
<li>Ausgeprägtes strategisches Denkvermögen und die Fähigkeit, als kompetente:r Sparringspartner:in mit C-Level zu agieren.</li>
<li>Exzellente Kommunikationsfähigkeiten, Präsentationsstärke, Souveränität gegenüber Kund:innen und die Fähigkeit, komplexe Sachverhalte verständlich zu vermitteln.</li>
<li>Erfahrung im Management großer Budgets und in der Steuerung interdisziplinärer Teams in einem dynamischen Agenturumfeld.</li>
<li>Fließende Deutschkenntnisse und sicheres Englisch für die Kommunikation mit internationalen Stakeholdern.</li>
<li>Bestenfalls bringst du zudem Erfahrungen in dem Bereich Produktion mit</li>
</ul>
<h2></h2>
<h2>WAS WIR DIR BIETEN</h2>
<ul>
<li><strong>Onboarding &#x26; Support</strong><br>
No one likes to be the new kid. Mit strukturiertem Onboarding, einem persönlichen Mate und Zugang zu Lernmaterialien bist du ab Tag eine:r von uns.</li>
<li><strong>Erstklassige Ausstattung</strong><br>
Can’t work without my iPhone. Mit MacBook, iPhone und aktueller Apple-Tech arbeitest du flexibel und effizient. Das gilt für unsere Altbau-Offices genauso wie zuhause oder unterwegs.</li>
<li><strong>Wachstum &#x26; Weiterentwicklung</strong><br>
Rise &#x26; shine, darling! Dein jährliches Weiterbildungsbudget gibt dir die Freiheit, in Workshops, Seminare, zertifizierte Kurse oder Coachings zu investieren. So entwickelst du dich genau in die Richtung, die zu deinen Zielen passt.</li>
<li><strong>Flexibel arbeiten</strong><br>
„Ob das bei euch gerade genauso ist? I doubt it!” Bis zu sechs Wochen im Jahr kannst du innerhalb der EU remote arbeiten. Unsere flexiblen Arbeitszeitmodelle machen es leicht, Arbeit und Leben in Einklang zu bringen. Bei einem Umzug oder in besonderen Lebenssituationen wie einem Trauerfall erhältst du zusätzliche freie Tage.</li>
<li><strong>Mehr Freizeit</strong><br>
„It’s my birthday, I’mma spend my money.“ An deinem Geburtstag heißt es: Laptop zu und genießen. Zusätzlich sind der 24. Dezember und der 31. Dezember frei. Jubiläen und Geburtstage feiern wir mit kleinen Überraschungen.</li>
<li><strong>Health &#x26; Wellbeing</strong><br>
Hot girl walk or heavy lift? Mit der Urban Sports Club Mitgliedschaft entscheidest du selbst, ob Yoga, Pilates, Schwimmen oder Krafttraining zu deinem Glow Up passt. nilo.health sorgt für mentale Stärke und bietet Sessions mit Psycholog:innen oder Coaches. Über deinen Zugang können auch bis zu fünf Familienmitglieder mitmachen.</li>
<li><strong>Exklusive Deals &#x26; Extras</strong><br>
It’s giving… perks! Profitiere von attraktiven Rabatten bei Partnern wie plantclub, FutureBens und vielen mehr. Zusätzlich kannst du eines dieser drei Benefits wählen:</li>
<li>Givve Card – 50 € Guthaben pro Monat, frei einsetzbar für alles, was du liebst.</li>
<li>Mobiko – 65 € monatliches Mobilitätsbudget, nutzbar für Deutschlandticket, Tankkosten und alles, was kostet, um von A nach B zu kommen.</li>
<li>Betriebliche Altersvorsorge – 50 € monatlicher Zuschuss zu deiner betrieblichen Altersvorsorge.</li>
</ul>
<p>Außerdem sind unsere Offices dog-friendly. Snacks, Obst und Drinks stehen allen Mates jederzeit kostenlos zur Verfügung.</p>
<p>Find <a href=""https://www.arbeitnow.com/"">Jobs in Germany</a> on Arbeitnow</a>",https://www.arbeitnow.com/jobs/companies/intermate-media-gmbh/account-team-lead-gn-berlin-338680
